manufacturer,model,year,mileage,engine,transmission,drivetrain,fuel_type,mpg,exterior_color,interior_color,accidents_or_damage,one_owner,personal_use_only,seller_name,seller_rating,driver_rating,driver_reviews_num,price_drop,price
Toyota,Sienna XLE,2023,5105.0,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid,,Wind Chill Pearl,Chateau,0.0,1.0,1.0,Fred Anderson Toyota,4.5,5.0,1.0,1000.0,55000.0
Honda,Odyssey EX-L,2012,180563.0,3.5L V6 24V MPFI SOHC,5-Speed Automatic,Front-wheel Drive,Gasoline,18-27,Taffeta White,Truffle,0.0,0.0,1.0,Nalley Honda,3.3,4.6,114.0,201.0,10427.0
Lincoln,Aviator Black Label AWD,2020,46727.0,3.0L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,All-wheel Drive,Gasoline,17-24,Infinite Black Metallic,Luggage Tan,0.0,1.0,0.0,Key Ford of Hazleton,5.0,4.0,88.0,1600.0,54695.0
Kia,Sorento X-Line EX,2022,36719.0,2.5L I4 16V PDI DOHC Turbo,8-Speed Automatic with Auto-Shift,All-wheel Drive,Gasoline,22-27,Aruba Green,Gray,0.0,1.0,1.0,Kings Toyota,3.1,4.1,4.0,1340.0,38875.0
Ford,Fusion Hybrid Titanium,2017,61639.0,2.0L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid,43-41,Magnetic,Medium Soft Ceramic,1.0,0.0,0.0,Automax Atlanta,4.0,4.8,67.0,1001.0,16975.0
Land Rover,Range Rover Sport 5.0L Supercharged SVR,2021,18870.0,V8,Automatic,Four-wheel Drive,Gasoline,15-20,Santorini Black,Pimento / Ebony,0.0,0.0,1.0,Sullivan Motor Company Inc.,,4.8,6.0,,115977.0
Subaru,Crosstrek Base,2020,37822.0,2.0L H4 16V GDI DOHC,Automatic CVT,All-wheel Drive,Gasoline,27-33,Magnetite Gray Metallic,Black,0.0,1.0,1.0,EchoPark Automotive Thornton,4.8,4.8,60.0,430.0,25739.0
Subaru,Forester Premium,2020,80390.0,2.5L H4 16V GDI DOHC,Automatic CVT,All-wheel Drive,Gasoline,26-33,Magnetite Gray Metallic,Black,1.0,0.0,0.0,Crown Chrysler Dodge Jeep Ram,,4.8,224.0,200.0,25610.0
Kia,Soul +,2015,100930.0,"2L I-4 gasoline direct injection, DOHC, variable valve control,",Automatic,Front-wheel Drive,Gasoline,23-31,Red,Black,0.0,0.0,0.0,E Smart Auto Group,,4.6,227.0,505.0,9995.0
Dodge,Dart SXT,2015,106104.0,"MultiAir 2.4L I-4 variable valve control, engine with 184HP",Manual,Front-wheel Drive,Gasoline,22-35,Gray,Black,0.0,0.0,0.0,"Anthony's Auto Sales Of Texas, LLC",,4.3,109.0,,12995.0
Jeep,Grand Cherokee L Limited,2023,11031.0,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Four-wheel Drive,Gasoline,,Amber,Beige / Black,0.0,1.0,1.0,Lithia Chrysler Dodge Jeep Ram Fiat of Santa Fe,3.0,4.3,5.0,,53990.0
Buick,Envision Preferred,2019,25955.0,2.5L I4 16V GDI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline,21-27,Ebony Twilight Metallic,Light Neutral,1.0,1.0,0.0,North Coast Auto Mall of Bedford,4.5,4.7,72.0,300.0,22593.0
Chevrolet,Silverado 2500 WT,2022,56246.0,6.6L V8 16V GDI OHV,Automatic,Rear-wheel Drive,Gasoline,,Summit White,Jet Black,0.0,1.0,1.0,Rick Hendrick Chevrolet Charleston,4.9,,0.0,439.0,42983.0
Jeep,Grand Cherokee Overland,2019,58614.0,"Pentastar 3.6L V-6 DOHC, variable valve control, engine with 295",Automatic,Four-wheel Drive,Gasoline,18-25,Sangria Metallic Clearcoat,Black,1.0,0.0,0.0,Midway Dodge,4.3,4.8,227.0,,34949.0
Chevrolet,Malibu 1LT,2017,80423.0,1.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline,27-36,White,Jet Black,1.0,0.0,1.0,Patriot Chevrolet Limerick,4.0,4.7,284.0,397.0,16521.0
Toyota,Camry SE,2020,59511.0,2.5L I4 16V PDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline,28-39,Silver,Ash,0.0,1.0,1.0,Principle Toyota of Hernando,4.4,4.7,147.0,318.0,28949.0
Mercedes-Benz,Metris Base,2016,105449.0,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic,Rear-wheel Drive,Gasoline,20-23,White,Black,0.0,1.0,1.0,Mercedes-Benz & Chevrolet in San Luis Obispo,,4.8,10.0,500.0,24490.0
GMC,Yukon XL Denali,2018,78322.0,6.2L V8 16V GDI OHV,10-Speed Automatic,Four-wheel Drive,Gasoline,14-21,Quicksilver Metallic,Jet Black,1.0,1.0,1.0,Ingersoll Auto of Danbury,4.2,4.8,24.0,3302.0,43413.0
Ford,Transit-350 XL,2018,47844.0,3.7L V6 24V MPFI DOHC,6-Speed Automatic,Rear-wheel Drive,,,Blue Jeans Metallic,Pewter,0.0,0.0,0.0,Hoselton AutoMall,4.5,4.2,9.0,,37995.0
Volkswagen,Jetta 1.4T S,2019,34430.0,1.4L I4 16V GDI DOHC Turbo,8-Speed Automatic,Front-wheel Drive,Gasoline,30-40,Habanero Orange Metallic,Storm Gray,0.0,0.0,1.0,Volkswagen of Alamo Heights,3.9,4.5,259.0,,21000.0
Volvo,XC90 T6 Momentum,2019,44386.0,2.0L I4 16V GDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline,19-26,Crystal White Pearl Metallic,Amber,0.0,0.0,1.0,Mercedes-Benz of Santa Rosa,,4.7,69.0,3260.0,38498.0
Toyota,Prius Four,2016,38001.0,"1.8L I-4 DOHC, VVT-i variable valve control, engine with 95HP",Automatic,Front-wheel Drive,Gasoline,54-50,,,0.0,1.0,1.0,Castle Chevrolet Buick GMC McHenry,4.7,4.8,98.0,,23771.0
Nissan,Frontier SV,2017,99353.0,4.0L V6 DOHC,Automatic,Rear-wheel Drive,Gasoline,22,Glacier White,Steel,1.0,0.0,0.0,Hoblit Chrysler Dodge Jeep RAM,3.9,4.6,119.0,,19600.0
Cadillac,XT5 Luxury,2019,30086.0,3.6L V6 24V GDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline,18-25,Dark Mocha Metallic,Shara Beige,0.0,1.0,1.0,Romain Cross Pointe Auto Park,4.5,4.6,97.0,,34995.0
INFINITI,QX60 Base,2017,88859.0,3.5L V6 24V MPFI DOHC,Automatic CVT,All-wheel Drive,Gasoline,19-26,Black Obsidian,Graphite,1.0,0.0,0.0,Feldman Chevrolet of Highland,4.0,4.7,78.0,,19995.0
Ford,Escape Titanium,2016,63404.0,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Four-wheel Drive,Gasoline,22-29,White,Charcoal Black,0.0,1.0,0.0,Don Hinds Ford,4.6,4.6,265.0,100.0,17800.0
Jaguar,F-PACE SVR,2021,33339.0,V8,Automatic,All-wheel Drive,Gasoline,15-22,Fuji White,Ebony,0.0,1.0,1.0,Harper Maserati,4.2,4.4,6.0,,71795.0
Volkswagen,ID.4 Pro S,2021,1902.0,Electric,1-Speed Automatic,All-wheel Drive,Electric,,Blue Dusk,Black,1.0,1.0,1.0,LeSueur Car Company,5.0,4.2,15.0,,43977.0
Ford,Expedition Limited,2019,60754.0,3.5L V6 24V GDI DOHC Twin Turbo,10-Speed Automatic,Four-wheel Drive,Gasoline,17-22,Blue Metallic,Ebony,0.0,0.0,1.0,Eide Ford Mandan,,4.8,63.0,2000.0,42500.0
Toyota,Prius Prime Premium,2018,97738.0,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid,,White,Black,0.0,1.0,0.0,Norwalk Toyota,3.3,4.6,48.0,300.0,21888.0
Land Rover,Defender V8-COLLECTOR SERIES,1984,1.0,8,4-Speed Manual,,,,Blue,Charcoal,0.0,,1.0,World Imports USA,,,0.0,,23999.0
Chevrolet,Suburban 1500 LT,2008,215572.0,5.3L V8 16V MPFI OHV Flexible Fuel,4-Speed Automatic,Rear-wheel Drive,E85 Flex Fuel,,Maroon,,0.0,0.0,1.0,Broadway Auto Mall,,4.6,36.0,,7980.0
GMC,Sierra 1500 Elevation,2020,18141.0,5.3L V8 16V GDI OHV,10-Speed Automatic,Four-wheel Drive,Gasoline,19-22,White,Jet Black,0.0,0.0,0.0,Bidleman Chevrolet GMC,4.4,4.8,67.0,,45923.0
Mercedes-Benz,CL-Class CL 550 4MATIC,2012,33103.0,4.7L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic,All-wheel Drive,Gasoline,15-24,Black,,0.0,0.0,0.0,Priceless of Odenton,,4.9,4.0,,34988.0
Nissan,Murano SL,2018,51633.0,3.5L V6 24V MPFI DOHC,Automatic CVT,All-wheel Drive,Gasoline,21-28,Cayenne Red Metallic,Cashmere,0.0,0.0,0.0,Don Vance Chrysler Dodge Jeep Ram,4.1,4.8,173.0,,25990.0
Jeep,Wrangler Sport,2015,20470.0,3.6L V6 24V MPFI DOHC,6-Speed Manual,Four-wheel Drive,Gasoline,17-21,Black,Black,0.0,0.0,1.0,J-Rus Inc.,,4.6,95.0,200.0,29790.0
BMW,530e iPerformance,2020,35266.0,2.0L I4 16V GDI DOHC Turbo Hybrid,8-Speed Automatic,Rear-wheel Drive,Hybrid,,Alpine White,Ivory White,0.0,1.0,1.0,Beemer Haus,4.5,,0.0,,39998.0
Ford,Fusion Hybrid SEL,2020,22453.0,2.0L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid,43-41,Rapid Red Metallic Tinted Clearcoat,Ebony,0.0,1.0,1.0,West Herr Ford of Hamburg,4.9,4.9,7.0,200.0,25922.0
Toyota,Highlander XLE,2018,29486.0,3.5L V6 24V PDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline,20-26,Black,Tan,0.0,1.0,0.0,CarMax Chattanooga - Offering Express Pickup and Home Delivery,,4.8,420.0,2000.0,36998.0
Ford,Mustang GT Premium,2015,50312.0,5.0L V8 32V MPFI DOHC,6-Speed Automatic,Rear-wheel Drive,Gasoline,15-25,Magnetic Metallic,Black,1.0,0.0,1.0,AutoNation Hyundai Mall of Georgia,4.5,4.8,276.0,1019.0,30948.0
Mercedes-Benz,SL-Class SL550 Roadster,2007,79432.0,5.5L V8 32V MPFI DOHC,7-Speed Automatic,Rear-wheel Drive,Gasoline,14-22,Black,,1.0,0.0,1.0,Coda Motors,1.6,4.5,25.0,500.0,13990.0
Ford,F-150 XLT,2020,48681.0,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Four-wheel Drive,Gasoline,,Agate Black Metallic,Medium Earth Gray,0.0,0.0,0.0,Zeigler Subaru of Merrillville,4.4,4.8,222.0,800.0,33700.0
Subaru,Legacy Premium,2020,11847.0,2.5L H4 16V GDI DOHC,Automatic CVT,All-wheel Drive,Gasoline,27-35,Crystal White Pearl,Black,0.0,0.0,1.0,Bellingham Nissan,4.5,4.9,34.0,200.0,27797.0
Lincoln,MKX Base,2011,209000.0,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Front-wheel Drive,Gasoline,,Black,Beige,,,,,,4.5,63.0,,8000.0
Nissan,Rogue SL,2020,35768.0,2.5L I4 16V MPFI DOHC,Automatic CVT,All-wheel Drive,Gasoline,25-32,White,Charcoal,0.0,1.0,1.0,Serpentini Chevrolet - Strongsville,3.4,4.8,136.0,421.0,24568.0
Mercedes-Benz,M-Class ML 350 4MATIC,2015,83779.0,3.5L V6 24V GDI DOHC Flexible Fuel,7-Speed Automatic,All-wheel Drive,E85 Flex Fuel,17-22,Black,Almond Beige,1.0,0.0,1.0,Sam Pack's 5 Star Chevrolet,4.9,4.7,62.0,,19000.0
Nissan,Rogue Sport S,2021,9705.0,2.0L I4 16V GDI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,25-32,Brilliant Silver Metallic,Charcoal,0.0,1.0,1.0,Lorenzo Nissan Ft Lauderdale,4.5,4.8,15.0,,22880.0
Jeep,Wrangler S,1993,163411.0,2.5L I-4 engine with 130HP,5 Speed Manual,Four-wheel Drive,Gasoline,18-20,Blue,Gray,1.0,0.0,1.0,Gateway Classic Cars,,4.3,7.0,,14500.0
Toyota,Corolla L,2015,86991.0,1.8L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,,White,Gray,0.0,1.0,1.0,Auto Gallery Mitsubishi - Corona,3.1,4.6,241.0,475.0,14500.0
Buick,Envision Essence,2021,18346.0,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,All-wheel Drive,Gasoline,22-29,Summit White,Ebony,0.0,1.0,1.0,Yemm Chevrolet Buick GMC Chrysler Dodge Jeep Ram,4.5,4.8,26.0,1450.0,38443.0
Kia,Cadenza Premium,2018,21201.0,3.3L V6 24V GDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline,20-28,Gravity Blue,Black,0.0,1.0,1.0,Plaza Auto Mall,4.1,5.0,7.0,741.0,23494.0
Ford,Bronco Sport Badlands,2022,7974.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Four-wheel Drive,Gasoline,21-26,Bronze Smoke Metallic,Ebony,0.0,1.0,1.0,AutoNation Ford South Fort Worth,4.6,4.6,10.0,,37995.0
Toyota,RAV4 Hybrid XLE,2021,48852.0,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,All-wheel Drive,Hybrid,41-38,Magnetic Gray Metallic,Black,0.0,1.0,1.0,Toyota of Nashua,4.4,4.8,55.0,500.0,37900.0
Jeep,Renegade Jeepster,2021,28354.0,2.4L I4 16V MPFI SOHC,9-Speed Automatic,Front-wheel Drive,Gasoline,22-30,Metallic,Black,0.0,1.0,1.0,Kia of Wesley Chapel,4.8,4.4,24.0,214.0,22705.0
Toyota,Tacoma TRD Sport,2019,30289.0,3.5L V6 24V PDI DOHC,6-Speed Automatic,Four-wheel Drive,Gasoline,18-22,Cement,Graphite,0.0,0.0,1.0,Round Rock Toyota,4.9,4.5,254.0,,39549.0
Subaru,WRX Limited,2019,45722.0,"Engine: 2.0L DOHC Intercooled Turbocharged -inc: Dual Active Valve Control System (DAVCS), variable valve timing, Electronic Throttle Control (ETC) and SI-DRIVE engine performance management (automatic transmission models only)",Auto,,,,WR Blue Pearl,Carbon Black,1.0,1.0,1.0,Matt Slap Subaru,4.7,4.5,27.0,,29984.0
Porsche,911 GT3,2018,4156.0,4.0L H6 24V GDI DOHC,6-Speed Manual,Rear-wheel Drive,Gasoline,15-20,Racing Yellow,Black,0.0,0.0,0.0,Ferrari of Palm Beach,4.4,4.8,33.0,4900.0,194795.0
Chevrolet,Silverado 1500 ZR2,2023,10877.0,6.2L V8 16V GDI OHV,10-Speed Automatic,Four-wheel Drive,Gasoline,,Red,Jet Black,0.0,1.0,1.0,Four Stars Ford,4.9,5.0,1.0,,68995.0
Toyota,Prius II,2011,89409.0,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid,51-48,Classic Silver Metallic,Gray,0.0,1.0,1.0,Lithia Hyundai of Fresno,4.9,4.5,152.0,387.0,13549.0
Toyota,4Runner SR5 Premium,2019,39672.0,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Four-wheel Drive,Gasoline,17-20,Magnetic Gray Metallic,Black Graphite,0.0,1.0,1.0,Atlanta Toyota,4.8,4.8,190.0,,42980.0
Ford,Edge Titanium,2015,93229.0,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,All-wheel Drive,Gasoline,20-28,Ruby Red Metallic Tinted Clearcoat,Ebony,0.0,0.0,1.0,Beechmont Subaru,4.2,4.7,152.0,293.0,16495.0
Toyota,Sienna LE,2022,27768.0,2.5L,Continuously Variable Transmission,,B,,ICE CAP,FA10,0.0,1.0,0.0,Family Toyota of Arlington,4.6,4.7,8.0,,42420.0
Chevrolet,Cruze LTZ,2015,80838.0,1.4L I4 16V MPFI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline,26-38,Black Granite Metallic,Jet Black,0.0,1.0,0.0,Scott Honda of West Chester,4.9,4.3,194.0,370.0,12591.0
Volkswagen,Atlas 3.6L SEL,2022,23431.0,3.6L V6 24V GDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline,17-23,Platinum Gray Metallic,Titan Black,1.0,1.0,1.0,Volkswagen of South Charlotte,4.9,4.1,5.0,200.0,44471.0
Toyota,C-HR XLE,2022,16890.0,2.0L I4 16V MPFI DOHC,Automatic CVT,Front-wheel Drive,Gasoline,27-31,Gray Metallic,Black,0.0,1.0,1.0,Sarasota Toyota,3.1,4.6,1.0,534.0,28411.0
Toyota,Yaris L,2016,75518.0,1.5L I4 16V MPFI DOHC,4-Speed Automatic,Front-wheel Drive,Gasoline,30-36,Super White,Black,1.0,0.0,0.0,Davis Toyota of Orangeburg,,4.2,11.0,263.0,15284.0
Toyota,Sequoia Platinum,2019,42563.0,5.7L V8 32V MPFI DOHC,6-Speed Automatic,Four-wheel Drive,Gasoline,13-17,White,Tan,,,,CarMax West Broad - Offering Express Pickup and Home Delivery,,4.7,16.0,,56998.0
Mercedes-Benz,E-Class,2021,14683.0,,,,Gasoline,,Polar White,Artico Almond Beige,0.0,1.0,1.0,Mercedes-Benz of Paramus,4.4,4.7,7.0,,53829.0
Mazda,CX-5 Touring,2020,32275.0,2.5L I4 16V GDI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,25-31,Soul Red Crystal Metallic,Silk Beige,0.0,0.0,1.0,EchoPark Automotive Houston,4.6,4.9,140.0,,25289.0
Toyota,Camry LE,2005,182840.0,2.4L I4 16V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline,24-34,Lunar Mist Metallic,Stone,1.0,0.0,1.0,Shamrock Motors,,4.6,130.0,,5995.0
GMC,Acadia AT4,2020,78816.0,3.6L V6 24V GDI DOHC,9-Speed Automatic,All-wheel Drive,Gasoline,18-25,Summit White,Kalahari,0.0,1.0,1.0,Grand Prairie Ford,4.3,4.8,71.0,,28499.0
Toyota,Camry LE,2019,27910.0,2.5L I4 16V PDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline,28-39,Red,Macadamia,0.0,1.0,1.0,Passport INFINITI of Alexandria,4.5,4.8,313.0,,23985.0
Kia,Optima SX Turbo,2018,64814.0,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Front-wheel Drive,Gasoline,22-31,White,Black,0.0,0.0,0.0,Billion Auto - Buick GMC,3.4,4.8,327.0,1000.0,22995.0
Honda,HR-V Sport,2022,8131.0,1.8L I4 16V MPFI SOHC,Automatic CVT,Front-wheel Drive,Gasoline,28-34,Milano Red,Black,0.0,0.0,0.0,Classic Honda of Midland,4.9,3.8,5.0,,26800.0
Lincoln,MKZ Reserve I,2018,29899.0,"2L I-4 gasoline direct injection, DOHC, variable valve control,",Automatic,Front-wheel Drive,Gasoline,21-31,White Platinum Metallic Tri-Coat,Cappuccino,1.0,1.0,0.0,Greenwood Automotive,3.0,4.9,46.0,1000.0,25995.0
Mazda,Mazda3 FWD w/Select Package,2020,33611.0,2.5L I4 16V GDI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,26-35,Machine Gray Metallic,Black,0.0,1.0,1.0,Balise Toyota,4.0,4.6,29.0,294.0,21886.0
BMW,430 Gran Coupe i xDrive,2018,17183.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,23-33,Glacier Silver Metallic,Black / Dark Oyster,0.0,1.0,1.0,Tulley Automotive Group,4.4,4.9,24.0,193.0,33802.0
Ford,F-250 Lariat,2011,183778.0,6.7L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Four-wheel Drive,Diesel,,Black,Black,0.0,0.0,0.0,Imports of Tidewater,,4.5,59.0,,29800.0
Hyundai,Sonata Hybrid Limited,2015,65800.0,2.4L I4 16V MPFI DOHC Hybrid,6-Speed Automatic,Front-wheel Drive,Hybrid,36-40,Venetian Red Pearl,Camel,1.0,0.0,0.0,Happy Car Sales Oakland Park,,4.4,30.0,,15991.0
Hyundai,Santa Fe Limited 2.0T,2019,70825.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,All-wheel Drive,Gasoline,19-24,Machine Gray,Black / Beige,0.0,1.0,0.0,Michigan City Hyundai,,4.8,207.0,,25490.0
Dodge,Durango R/T,2021,11692.0,5.7L V8 16V MPFI OHV,8-Speed Automatic,All-wheel Drive,Gasoline,14-22,Destroyer Gray Clearcoat,Black,0.0,1.0,0.0,Landers Toyota of Northwest Arkansas,4.6,4.7,28.0,945.0,48000.0
Hyundai,Elantra GT Base,2013,99558.0,1.8L I4 16V MPFI DOHC,6-Speed Automatic,FWD,Gasoline,27-37,Shimmering Silver Metallic,Blue,0.0,0.0,1.0,People's Choice Auto,,4.5,94.0,,9995.0
Dodge,Journey GT,2019,41481.0,3.6L V6 24V MPFI DOHC,Automatic,All-wheel Drive,Gasoline,16-24,Pitch Black Clearcoat,Red,0.0,0.0,0.0,Ray Skillman Buick GMC South,4.3,4.3,83.0,2000.0,27988.0
Volkswagen,Atlas Cross Sport 2.0T SE w/Technology,2023,609.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Front-wheel Drive,Gasoline,,Deep Black Pearl Effect,Titan Black,0.0,1.0,1.0,Bomnin Chevrolet West Kendall,4.9,5.0,1.0,1000.0,38990.0
BMW,M4 Base,2018,60800.0,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Rear-wheel Drive,Gasoline,,Black,Red,,,,,,4.6,16.0,,39500.0
Mercedes-Benz,GLC 300 Base,2022,8070.0,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Rear-wheel Drive,Gasoline,,Cirrus Silver Metallic,Silk Beige / Black,0.0,1.0,0.0,Mercedes-Benz of Naples,4.7,4.5,3.0,1253.0,45822.0
BMW,328 i,2014,78504.0,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Rear-wheel Drive,Gasoline,23-35,White,Black,0.0,0.0,1.0,Elite Auto Wholesale Inc.,,4.6,111.0,2000.0,16908.0
Mercedes-Benz,GLC 300 Base,2022,8696.0,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Rear-wheel Drive,Gasoline,,Polar White,Silk Beige / Black,0.0,0.0,0.0,Mercedes-Benz of Austin,4.8,4.5,3.0,,48050.0
Mercedes-Benz,GLE-Class GLE 350,2016,68185.0,3.5L V6 24V GDI DOHC,7-Speed Automatic,Rear-wheel Drive,Gasoline,18-24,Black,Black,0.0,0.0,1.0,North State Auto,,4.7,11.0,2500.0,25500.0
Dodge,Challenger R/T Scat Pack,2021,13059.0,6.4L V8 16V MPFI OHV,8-Speed Automatic,Rear-wheel Drive,Gasoline,14-23,Hellraisin,Black,1.0,1.0,1.0,Bob Poynter Chrysler Dodge Jeep Ram Fiat Ford of Seymour,1.9,4.9,26.0,,48925.0
Chrysler,300 Limited,2020,57445.0,3.6L V6 24V MPFI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline,18-27,White,Black,0.0,1.0,0.0,Levis Auto Sales,,4.8,12.0,,26998.0
Porsche,911 GT3 RS,2007,6919.0,3.6L,Manual,Rear-wheel Drive,Gasoline,,Orange,Black,0.0,,1.0,Grand Prix Motors,,4.8,40.0,,299900.0
Cadillac,Escalade Luxury,2016,103267.0,6.2L V8 16V GDI OHV,8-Speed Automatic,Four-wheel Drive,Gasoline,15-21,White,Black,0.0,1.0,1.0,Genuine Motor Company,4.3,4.4,28.0,,33900.0
BMW,X7,2019,39948.0,,,,,,Jet Black,,0.0,1.0,0.0,Rick Hendrick BMW Charleston,4.9,4.1,22.0,,67219.0
GMC,Sierra 1500 AT4,2020,40769.0,6.2L V8 16V GDI OHV,10-Speed Automatic,Four-wheel Drive,Gasoline,16-21,Summit White,Jet Black,0.0,1.0,0.0,Preston Superstore,5.0,4.8,67.0,,51000.0
RAM,ProMaster 2500 High Roof,2021,20292.0,3.6L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,,Bright White Clearcoat,Black,0.0,1.0,0.0,Central Chrysler Jeep Dodge of Norwood,4.6,,0.0,,47977.0
Jaguar,F-PACE 20d Prestige,2019,29985.0,2.0L I4 16V DDI DOHC Turbo Diesel,Automatic,All-wheel Drive,Diesel,26-33,Corris Grey,Light Oyster / Ebony,0.0,1.0,1.0,Jaguar Land Rover South Shore,4.2,4.7,21.0,1099.0,38900.0
Chrysler,300 Limited,2019,74627.0,3.6L V6 24V MPFI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline,18-27,Velvet Red Pearlcoat,Black,1.0,0.0,0.0,Planet Ford 59,4.5,4.8,57.0,,23521.0
Ford,Explorer Platinum,2018,60353.0,3.5L V6 24V GDI DOHC Twin Turbo,6-Speed Automatic,Four-wheel Drive,Gasoline,16-22,Cinnamon Glaze,Medium Soft Ceramic,0.0,0.0,1.0,VanDevere Buick Kia,4.6,4.8,266.0,121.0,28479.0
Honda,Ridgeline Sport,2019,15019.0,3.5L V6 24V GDI SOHC,6-Speed Automatic,Front-wheel Drive,Gasoline,19-26,Platinum White Pearl,Black,0.0,1.0,0.0,Germain Honda of Beavercreek,4.7,4.8,169.0,,35795.0
Land Rover,Range Rover Evoque HSE,2016,109928.0,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Four-wheel Drive,Gasoline,21-30,Loire Blue,Ebony / Ivory,0.0,0.0,0.0,Jack Carroll's Skagit Hyundai,,4.2,24.0,1209.0,17734.0
Buick,Enclave Avenir,2020,97787.0,3.6L V6 24V GDI DOHC,9-Speed Automatic,All-wheel Drive,Gasoline,17-25,Satin Steel Metallic,Ebony,0.0,0.0,0.0,Holiday Chevrolet Buick GMC Dealership,4.9,4.8,42.0,,30998.0
Chevrolet,Tahoe LT,2016,140087.0,Gas/Ethanol V8 5.3L/325,Automatic,Rear-wheel Drive,E85 Flex Fuel,16-23,Black,Cocoa/Dune,0.0,0.0,0.0,Serra Gardendale Kia,2.3,4.6,84.0,,26998.0
Nissan,Rogue Sport SV,2022,2997.0,2.0L I4 16V GDI DOHC,Automatic CVT,All-wheel Drive,Gasoline,,Magnetic Black,Charcoal,0.0,1.0,0.0,Nissan of Lewisville,4.1,4.5,7.0,,29997.0
Volkswagen,Jetta TDI,2011,92000.0,140.0HP 2.0L 4 Cylinder Engine Diesel Fuel,6-Speed M/T,Front-wheel Drive,Diesel,,Black,Beige,,,,,,4.4,129.0,,9000.0
Jeep,Compass Trailhawk,2022,3402.0,2.4L I4 16V MPFI SOHC,9-Speed Automatic,Four-wheel Drive,Gasoline,22-30,Diamond Black,Black,0.0,1.0,1.0,Bell Ford,4.2,4.6,13.0,,33250.0
Mazda,Mazda6 Carbon Edition,2021,39256.0,2.5L I4 16V,6-Speed Automatic,Front-wheel Drive,Gasoline,23-31,Polymetal Gray Metallic,Red,0.0,1.0,1.0,Heritage Mazda Bel Air,4.8,5.0,5.0,200.0,28500.0
Jeep,Wrangler Unlimited Rubicon,2015,109472.0,"3.6L V-6 DOHC, variable valve control, engine with 285HP",Automatic,Four-wheel Drive,Gasoline,16-21,Billet Silver Metallic Clearcoat,Black,1.0,1.0,1.0,Canyon Auto Sales,,4.6,138.0,,27000.0
Jeep,Grand Cherokee Laredo,2020,37840.0,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Four-wheel Drive,Gasoline,18-25,Granite Crystal Clearcoat Metallic,Black,0.0,1.0,1.0,Fox Hills Chrysler Jeep,,4.8,152.0,200.0,26795.0
